REG,DEP,ARR,SEXE,AGE,AGE6,ACTEU,DIP7,PCS1Q,ANCCHOM,HHID,HH_TAILLE,HH_AGE,HH_DIP,HH_PCS,IS_CHOM
11,75,751,2,32,25,1,2,40,99,3198,4,47,2,40,0
11,75,751,1,33,25,1,3,51,99,3198,4,47,2,40,0
11,92,922,1,48,25,1,1,30,99,6073,6,48,1,30,0
11,92,922,2,46,25,1,2,40,99,6073,6,48,1,30,0
11,92,922,2,23,15,1,6,52,99,6073,6,48,1,30,0
28,61,611,1,70,65,3,7,99,99,2393,4,81,7,99,0
28,61,611,2,77,65,3,7,99,99,2393,4,81,7,99,0
11,77,772,2,78,65,3,4,99,99,4340,2,78,4,99,0
28,76,763,1,86,65,3,7,99,99,3541,2,86,7,99,0
76,30,302,2,55,50,1,1,30,99,994,6,63,1,30,0
76,30,302,1,51,50,1,1,30,99,994,6,63,1,30,0
76,30,302,2,22,15,3,6,99,99,994,6,63,1,30,0
76,30,301,2,55,50,3,7,99,99,1099,4,58,7,99,0
76,30,301,2,18,15,3,5,99,99,1099,4,58,7,99,0
28,50,502,2,78,65,3,3,99,99,2271,1,78,3,99,0
76,31,313,2,78,65,3,5,99,99,1163,2,78,5,99,0
11,77,773,2,36,25,1,1,30,99,4129,4,48,1,30,0
11,77,773,1,48,25,1,1,30,99,4129,4,48,1,30,0
11,92,923,2,87,65,3,2,99,99,6111,2,87,2,99,0
28,50,503,1,66,65,3,1,99,99,2251,4,85,4,99,0
28,50,503,2,85,65,3,4,99,99,2251,4,85,4,99,0
11,93,933,2,40,25,3,1,99,99,6502,4,62,3,30,0
11,93,933,1,56,50,1,3,30,99,6502,4,62,3,30,0
94,2B,2B3,1,58,50,3,5,99,99,848,2,59,5,99,0
11,91,912,1,53,50,2,4,99,4,5460,1,53,4,99,1
11,75,751,2,47,25,1,4,40,99,2822,4,49,4,40,0
11,75,751,1,47,25,3,5,99,99,2822,4,49,4,40,0
76,31,311,2,35,25,1,4,51,99,1529,4,59,7,30,0
76,31,311,1,50,50,1,7,30,99,1529,4,59,7,30,0
11,91,913,2,37,25,3,4,99,99,5482,4,62,7,61,0
11,91,913,1,61,50,1,7,61,99,5482,4,62,7,61,0
11,77,771,2,46,25,1,1,30,99,3929,3,46,1,30,0
11,78,783,2,65,65,3,7,99,99,4721,2,75,7,99,0
11,78,783,2,32,25,1,2,40,99,4542,2,44,2,40,0
11,77,775,2,52,50,1,5,51,99,4032,2,52,5,51,0
11,93,931,1,27,25,1,1,30,99,6449,4,48,1,40,0
11,93,931,2,48,25,1,1,40,99,6449,4,48,1,40,0
28,27,272,1,34,25,1,2,30,99,585,2,40,2,30,0
11,91,913,2,54,50,3,2,99,99,5225,2,54,2,99,0
76,34,343,2,84,65,3,7,99,99,2098,2,84,7,99,0
76,30,302,2,53,50,1,1,30,99,1030,4,63,1,30,0
76,30,302,1,61,50,1,2,40,99,1030,4,63,1,30,0
28,76,763,2,50,50,1,4,40,99,3774,4,57,4,40,0
28,76,763,1,54,50,1,7,40,99,3774,4,57,4,40,0
11,95,951,1,35,25,1,7,61,99,7434,2,48,7,99,0
11,95,951,2,48,25,3,7,99,99,7434,2,48,7,99,0
11,75,751,2,56,50,3,6,99,99,2763,8,63,6,99,0
11,75,751,2,41,25,1,3,40,99,2763,8,63,6,99,0
11,75,751,1,21,15,1,3,52,99,2763,8,63,6,99,0
11,75,751,1,20,15,1,4,51,99,2763,8,63,6,99,0
76,31,313,1,33,25,1,1,30,99,1296,2,36,1,30,0
76,12,122,2,48,25,1,1,30,99,255,4,48,1,30,0
76,12,122,1,44,25,1,1,52,99,255,4,48,1,30,0
11,77,775,1,63,50,1,4,30,99,3935,6,63,4,30,0
11,77,775,2,51,50,1,3,40,99,3935,6,63,4,30,0
11,77,775,2,22,15,3,1,99,99,3935,6,63,4,30,0
76,30,301,2,89,65,3,7,99,99,1103,2,89,7,99,0
11,75,751,1,60,50,1,2,30,99,3028,6,60,2,30,0
11,75,751,2,54,50,1,1,30,99,3028,6,60,2,30,0
11,75,751,2,20,15,1,2,51,99,3028,6,60,2,30,0
28,14,142,2,59,50,1,7,52,99,454,10,59,7,52,0
28,14,142,1,53,50,1,1,61,99,454,10,59,7,52,0
28,14,142,1,21,15,1,2,51,99,454,10,59,7,52,0
28,14,142,1,21,15,1,3,40,99,454,10,59,7,52,0
28,14,142,1,23,15,1,3,40,99,454,10,59,7,52,0
76,34,343,2,78,65,3,5,99,99,1907,1,78,5,99,0
76,31,313,2,52,50,3,4,99,99,1567,3,87,6,99,0
11,93,933,1,57,50,1,1,20,99,6303,2,62,5,40,0
11,93,933,2,62,50,1,5,40,99,6303,2,62,5,40,0
11,75,751,1,29,25,1,1,30,99,3369,4,44,1,30,0
11,75,751,2,44,25,1,1,30,99,3369,4,44,1,30,0
11,77,775,1,84,65,1,4,20,99,4355,6,84,4,20,0
11,77,775,2,60,50,3,7,99,99,4355,6,84,4,20,0
11,77,775,2,39,25,3,7,99,99,4355,6,84,4,20,0
11,75,751,2,40,25,3,1,99,99,3113,2,40,1,99,0
76,34,343,2,57,50,3,5,99,99,2092,2,57,5,99,0
76,34,343,1,23,15,2,6,99,4,2092,2,57,5,99,1
11,75,751,2,42,25,1,3,51,99,3017,4,46,3,51,0
11,75,751,1,20,15,3,3,99,99,3017,4,46,3,51,0
11,75,751,1,23,15,3,1,99,99,3017,4,46,3,51,0
11,93,932,2,57,50,1,5,30,99,6557,2,57,5,30,0
11,93,932,2,35,25,1,2,40,99,6272,6,44,2,40,0
11,93,932,1,20,15,1,4,51,99,6272,6,44,2,40,0
11,93,932,1,21,15,3,4,99,99,6272,6,44,2,40,0
76,66,662,1,39,25,1,3,51,99,2708,4,45,3,51,0
76,66,662,1,45,25,1,3,51,99,2708,4,45,3,51,0
11,77,771,2,71,65,3,5,99,99,4055,2,71,5,99,0
11,93,932,1,41,25,1,3,30,99,6386,2,41,3,30,0
76,66,661,2,54,50,3,4,99,99,2637,2,58,4,99,0
11,77,771,2,37,25,1,2,51,99,4066,2,38,7,62,0
11,77,771,1,38,25,1,7,62,99,4066,2,38,7,62,0
11,75,751,2,62,50,2,7,99,4,2743,4,64,7,99,1
11,75,751,1,61,50,3,7,99,99,2743,4,64,7,99,0
11,92,923,2,41,25,1,2,40,99,6059,4,45,5,20,0
11,92,923,1,38,25,1,5,20,99,6059,4,45,5,20,0
11,95,951,1,39,25,1,1,30,99,7341,1,39,1,30,0
11,75,751,2,73,65,3,4,99,99,3039,2,73,4,99,0
11,94,943,2,72,65,3,7,99,99,6898,2,77,7,99,0
11,77,774,2,87,65,3,7,99,99,4225,4,87,7,99,0
11,77,774,1,31,25,3,5,99,99,4225,4,87,7,99,0
11,92,922,1,69,65,3,5,99,99,5692,2,88,5,99,0
28,61,611,1,33,25,1,7,62,99,2448,2,38,7,62,0
11,93,931,2,81,65,3,7,99,99,6297,2,81,7,99,0
76,34,343,2,58,50,1,5,52,99,1825,2,60,5,52,0
11,78,781,2,47,25,1,1,30,99,4564,4,47,1,30,0
11,78,781,1,44,25,1,2,51,99,4564,4,47,1,30,0
11,93,931,1,73,65,3,5,99,99,6401,2,78,5,99,0
11,78,784,2,51,50,1,4,10,99,4925,10,62,1,62,0
11,78,784,1,55,50,1,1,62,99,4925,10,62,1,62,0
11,78,784,2,41,25,1,1,40,99,4925,10,62,1,62,0
11,78,784,2,48,25,1,4,51,99,4925,10,62,1,62,0
11,78,784,1,37,25,2,4,99,4,4925,10,62,1,62,1
28,50,502,1,87,65,1,2,30,99,2371,3,87,2,30,0
76,46,461,1,72,65,3,7,99,99,2173,4,85,5,99,0
76,46,461,2,65,65,3,5,99,99,2173,4,85,5,99,0
11,78,783,2,55,50,1,3,51,99,4624,2,62,3,51,0
11,77,775,2,30,25,1,1,51,99,4059,4,44,1,51,0
11,77,775,1,38,25,1,1,40,99,4059,4,44,1,51,0
76,65,653,2,51,50,1,7,52,99,2512,4,61,7,52,0
76,65,653,2,38,25,1,3,40,99,2512,4,61,7,52,0
28,76,763,2,46,25,3,4,99,99,3599,5,48,4,99,0
28,76,763,1,18,15,3,4,99,99,3599,5,48,4,99,0
28,76,763,1,16,15,3,6,99,99,3599,5,48,4,99,0
11,92,921,1,77,65,3,7,99,99,5653,2,77,7,99,0
76,34,343,1,54,50,3,7,99,99,2110,2,62,7,99,0
11,92,923,2,33,25,3,3,99,99,6035,2,42,3,99,0
11,78,783,1,32,25,2,4,99,5,4647,2,43,4,99,1
76,34,343,2,54,50,1,7,20,99,1911,2,60,7,20,0
76,31,313,2,38,25,2,5,99,7,1198,2,44,5,99,1
28,76,763,2,30,25,1,1,30,99,3853,2,46,1,30,0
11,75,751,2,68,65,3,7,99,99,2919,2,87,7,99,0
28,76,762,1,80,65,3,5,99,99,3631,7,81,3,99,0
28,76,762,2,79,65,3,3,99,99,3631,7,81,3,99,0
28,76,762,1,20,15,3,2,99,99,3631,7,81,3,99,0
76,30,303,1,83,65,1,5,10,99,1014,8,84,5,10,0
76,30,303,2,34,25,1,5,52,99,1014,8,84,5,10,0
76,30,303,1,28,25,1,7,61,99,1014,8,84,5,10,0
76,30,303,1,16,15,1,4,61,99,1014,8,84,5,10,0
28,76,763,2,74,65,3,7,99,99,3613,4,83,7,99,0
28,76,763,1,83,65,3,7,99,99,3613,4,83,7,99,0
76,09,093,1,56,50,1,5,40,99,39,6,64,5,99,0
76,09,093,2,64,50,3,5,99,99,39,6,64,5,99,0
76,09,093,2,22,15,3,6,99,99,39,6,64,5,99,0
11,75,751,1,55,50,2,5,99,6,2850,6,61,5,99,1
11,75,751,2,29,25,3,4,99,99,2850,6,61,5,99,0
11,75,751,1,16,15,1,4,62,99,2850,6,61,5,99,0
76,81,812,1,71,65,3,7,99,99,4954,4,82,7,99,0
76,81,812,2,56,50,3,5,99,99,4954,4,82,7,99,0
11,75,751,1,86,65,3,7,99,99,2870,4,87,7,99,0
11,75,751,2,87,65,3,7,99,99,2870,4,87,7,99,0
76,34,343,2,87,65,3,7,99,99,1792,2,87,7,99,0
11,75,751,2,49,25,1,4,40,99,3424,2,49,4,40,0
28,27,271,2,76,65,3,5,99,99,534,4,76,5,99,0
28,27,271,1,27,25,1,2,51,99,534,4,76,5,99,0
11,93,933,2,62,50,1,7,62,99,6347,2,62,7,62,0
76,09,091,2,85,65,3,4,99,99,6,2,85,4,99,0
11,95,951,1,81,65,3,2,99,99,7403,4,86,2,99,0
11,95,951,2,85,65,3,6,99,99,7403,4,86,2,99,0
11,77,771,1,54,50,1,5,20,99,4103,2,61,5,99,0
11,93,932,2,75,65,3,7,99,99,6279,2,75,7,99,0
11,77,775,2,53,50,1,4,40,99,4391,4,53,4,40,0
11,77,775,2,29,25,1,3,20,99,4391,4,53,4,40,0
28,14,144,2,72,65,3,5,99,99,419,6,72,5,99,0
28,14,144,1,63,50,3,7,99,99,419,6,72,5,99,0
28,14,144,1,30,25,1,2,40,99,419,6,72,5,99,0
11,94,943,1,86,65,3,7,99,99,6945,2,86,7,99,0
76,30,302,2,69,65,3,7,99,99,1084,2,88,7,99,0
11,77,771,1,28,25,1,5,61,99,4338,2,37,5,61,0
76,31,311,1,46,25,1,4,40,99,1539,6,49,4,40,0
76,31,311,2,49,25,1,4,40,99,1539,6,49,4,40,0
76,31,311,2,20,15,3,6,99,99,1539,6,49,4,40,0
28,76,763,2,73,65,3,6,99,99,3686,2,77,6,99,0
11,77,771,1,66,65,3,7,99,99,4380,4,73,7,99,0
11,77,771,2,73,65,3,7,99,99,4380,4,73,7,99,0
11,91,913,2,54,50,1,7,52,99,5381,4,61,7,52,0
11,91,913,1,19,15,3,6,99,99,5381,4,61,7,52,0
11,94,941,1,83,65,3,5,99,99,7076,4,83,5,99,0
11,94,941,2,71,65,3,5,99,99,7076,4,83,5,99,0
11,94,943,2,78,65,3,3,99,99,6852,4,82,7,20,0
11,94,943,1,81,65,1,7,20,99,6852,4,82,7,20,0
11,77,775,1,77,65,3,7,99,99,4224,6,82,7,99,0
11,77,775,2,35,25,3,5,99,99,4224,6,82,7,99,0
11,77,775,2,24,15,2,4,99,5,4224,6,82,7,99,1
11,77,774,1,63,50,3,4,99,99,4404,2,63,4,99,0
11,91,912,2,59,50,1,2,40,99,5295,2,59,2,40,0
11,77,772,1,72,65,3,4,99,99,4135,2,78,4,99,0
76,31,313,2,30,25,3,7,99,99,1376,6,47,7,99,0
76,31,313,2,16,15,1,6,51,99,1376,6,47,7,99,0
76,31,313,1,18,15,3,6,99,99,1376,6,47,7,99,0
76,48,482,2,38,25,1,1,40,99,2201,2,38,1,40,0
76,11,113,2,62,50,1,3,51,99,147,4,62,3,51,0
76,11,113,2,39,25,1,2,40,99,147,4,62,3,51,0
11,78,783,2,30,25,2,2,99,8,4528,2,33,2,99,1
11,92,922,1,66,65,3,7,99,99,6109,4,66,7,99,0
11,92,922,2,54,50,3,7,99,99,6109,4,66,7,99,0
76,82,822,2,27,25,1,6,40,99,5141,4,43,7,51,0
76,82,822,1,43,25,1,7,51,99,5141,4,43,7,51,0
11,91,913,2,63,50,2,7,99,1,5440,10,63,7,99,1
11,91,913,1,36,25,3,7,99,99,5440,10,63,7,99,0
11,91,913,1,19,15,2,5,99,2,5440,10,63,7,99,1
11,91,913,2,15,15,3,7,99,99,5440,10,63,7,99,0
11,91,913,2,16,15,3,7,99,99,5440,10,63,7,99,0
76,31,313,2,62,50,1,5,51,99,1342,2,62,5,51,0
28,14,142,2,57,50,1,4,62,99,315,2,57,4,62,0
76,30,301,2,86,65,3,7,99,99,914,6,86,7,99,0
76,30,301,1,32,25,2,6,99,3,914,6,86,7,99,1
76,30,301,2,45,25,1,4,52,99,914,6,86,7,99,0
76,12,122,1,46,25,1,3,61,99,263,2,46,3,61,0
11,92,921,1,69,65,3,7,99,99,5853,6,78,7,99,0
11,92,921,2,49,25,3,7,99,99,5853,6,78,7,99,0
11,92,921,2,33,25,3,4,99,99,5853,6,78,7,99,0
76,34,343,2,76,65,3,7,99,99,1923,1,76,7,99,0
76,34,343,1,84,65,3,7,99,99,1817,2,84,7,99,0
28,14,142,2,65,65,3,3,99,99,524,2,65,3,99,0
11,92,921,1,65,65,3,5,99,99,6106,2,76,5,99,0
11,92,923,2,81,65,3,7,99,99,6181,2,81,7,99,0
11,94,943,2,56,50,1,2,40,99,7001,4,80,1,30,0
11,94,943,2,72,65,1,1,30,99,7001,4,80,1,30,0
11,95,952,2,28,25,3,7,99,99,7392,4,45,7,99,0
11,95,952,1,45,25,3,7,99,99,7392,4,45,7,99,0
76,34,343,1,35,25,3,7,99,99,1850,4,43,7,99,0
76,34,343,2,43,25,3,7,99,99,1850,4,43,7,99,0
11,77,775,2,29,25,1,7,51,99,4001,5,46,7,51,0
11,77,775,1,59,50,1,7,20,99,3975,6,86,7,99,0
11,77,775,2,86,65,3,7,99,99,3975,6,86,7,99,0
11,77,775,1,41,25,3,5,99,99,3975,6,86,7,99,0
11,92,921,1,42,25,1,5,40,99,5638,2,42,5,40,0
28,27,271,2,75,65,3,7,99,99,734,2,88,7,99,0
76,34,343,2,40,25,1,5,52,99,1710,6,40,5,52,0
76,34,343,1,16,15,3,6,99,99,1710,6,40,5,52,0
76,34,343,2,20,15,3,7,99,99,1710,6,40,5,52,0
11,93,932,2,35,25,3,7,99,99,6324,2,35,7,99,0
11,91,913,1,69,65,3,7,99,99,5354,8,72,7,99,0
11,91,913,2,51,50,2,7,99,2,5354,8,72,7,99,1
11,91,913,2,15,15,3,6,99,99,5354,8,72,7,99,0
11,91,913,2,23,15,3,6,99,99,5354,8,72,7,99,0
94,2B,2B2,2,77,65,3,4,99,99,851,2,81,4,52,0
11,92,921,2,38,25,2,7,99,8,5723,8,42,7,99,1
11,92,921,1,36,25,1,7,62,99,5723,8,42,7,99,0
11,92,921,1,16,15,3,5,99,99,5723,8,42,7,99,0
11,92,921,1,20,15,3,7,99,99,5723,8,42,7,99,0
76,11,113,2,35,25,3,7,99,99,130,8,44,7,99,0
76,11,113,2,26,25,3,7,99,99,130,8,44,7,99,0
76,11,113,1,44,25,3,7,99,99,130,8,44,7,99,0
76,11,113,2,17,15,3,7,99,99,130,8,44,7,99,0
76,30,302,2,33,25,1,1,40,99,1016,2,33,1,40,0
76,81,811,2,34,25,3,7,99,99,4975,6,59,7,99,0
76,81,811,1,53,50,3,7,99,99,4975,6,59,7,99,0
76,81,811,1,16,15,3,4,99,99,4975,6,59,7,99,0
11,75,751,2,28,25,1,7,40,99,3116,6,41,7,40,0
11,75,751,2,20,15,3,5,99,99,3116,6,41,7,40,0
11,75,751,2,21,15,3,4,99,99,3116,6,41,7,40,0
28,50,504,2,56,50,3,7,99,99,2208,10,56,7,99,0
28,50,504,2,25,25,3,7,99,99,2208,10,56,7,99,0
28,50,504,1,16,15,3,7,99,99,2208,10,56,7,99,0
28,50,504,1,23,15,3,5,99,99,2208,10,56,7,99,0
28,50,504,2,19,15,3,7,99,99,2208,10,56,7,99,0
28,14,143,2,33,25,1,3,51,99,332,4,46,6,40,0
28,14,143,1,46,25,1,6,40,99,332,4,46,6,40,0
11,92,922,2,49,25,1,3,52,99,5917,2,49,3,52,0
28,14,142,1,63,50,3,7,99,99,390,2,63,7,99,0
28,76,761,1,30,25,1,4,61,99,3478,6,49,4,61,0
28,76,761,2,31,25,1,4,51,99,3478,6,49,4,61,0
28,76,761,2,18,15,3,6,99,99,3478,6,49,4,61,0
11,78,783,2,62,50,3,3,99,99,4752,2,62,3,99,0
11,95,953,1,70,65,3,4,99,99,7300,2,78,4,99,0
11,93,931,1,52,50,3,6,99,99,6573,4,70,7,99,0
11,93,931,2,70,65,3,7,99,99,6573,4,70,7,99,0
11,94,942,2,63,50,1,6,51,99,6870,2,63,6,51,0
11,91,912,1,79,65,3,7,99,99,5377,4,79,7,99,0
11,91,912,2,69,65,3,4,99,99,5377,4,79,7,99,0
28,76,763,2,36,25,3,4,99,99,3614,4,41,5,99,0
28,76,763,1,41,25,3,5,99,99,3614,4,41,5,99,0
76,82,821,2,47,25,1,4,52,99,5074,6,47,4,52,0
76,82,821,1,34,25,1,5,51,99,5074,6,47,4,52,0
76,82,821,2,20,15,3,7,99,99,5074,6,47,4,52,0
28,76,763,1,51,50,3,7,99,99,3509,4,61,7,99,0
28,76,763,2,58,50,3,7,99,99,3509,4,61,7,99,0
76,34,343,2,62,50,1,5,10,99,1930,6,64,5,10,0
76,34,343,1,52,50,1,5,10,99,1930,6,64,5,10,0
76,34,343,2,18,15,1,4,52,99,1930,6,64,5,10,0
11,91,912,1,52,50,1,5,61,99,5505,4,84,7,99,0
11,91,912,2,67,65,3,7,99,99,5505,4,84,7,99,0
11,92,923,1,76,65,3,7,99,99,6118,2,76,7,99,0
11,75,751,1,87,65,3,3,99,99,2884,4,87,3,99,0
11,75,751,2,62,50,1,7,52,99,2884,4,87,3,99,0
11,75,751,2,51,50,3,7,99,99,3026,1,51,7,99,0
76,65,653,2,62,50,2,5,99,8,2526,6,62,5,99,1
76,65,653,1,28,25,1,3,40,99,2526,6,62,5,99,0
76,65,653,1,18,15,3,4,99,99,2526,6,62,5,99,0
76,34,343,2,54,50,1,7,52,99,1810,4,72,7,99,0
76,34,343,2,72,65,3,7,99,99,1810,4,72,7,99,0
11,75,751,2,26,25,2,3,99,3,3064,4,33,3,99,1
11,75,751,1,21,15,3,6,99,99,3064,4,33,3,99,0
11,78,782,1,84,65,3,7,99,99,4757,4,84,7,99,0
11,78,782,2,74,65,3,7,99,99,4757,4,84,7,99,0
28,50,502,2,50,50,1,5,51,99,2244,2,59,5,51,0
11,78,781,2,82,65,3,7,99,99,4507,2,88,7,99,0
11,94,942,1,64,50,1,1,30,99,7230,2,64,1,30,0
76,34,342,2,62,50,3,4,99,99,1868,6,68,7,99,0
76,34,342,1,46,25,2,5,99,5,1868,6,68,7,99,1
76,34,342,2,67,65,3,7,99,99,1868,6,68,7,99,0
28,14,142,2,62,50,1,7,62,99,484,2,62,7,62,0
76,66,662,2,53,50,1,3,30,99,2654,6,62,4,30,0
76,66,662,1,62,50,1,4,30,99,2654,6,62,4,30,0
76,66,662,2,49,25,1,2,51,99,2654,6,62,4,30,0
11,77,772,2,48,25,1,2,40,99,4104,6,48,2,40,0
11,77,772,1,28,25,1,1,40,99,4104,6,48,2,40,0
11,77,772,1,16,15,3,4,99,99,4104,6,48,2,40,0
76,34,343,1,30,25,1,5,61,99,1798,3,43,5,61,0
76,31,313,2,26,25,1,5,51,99,1341,9,59,3,40,0
76,31,313,1,51,50,1,3,40,99,1341,9,59,3,40,0
76,31,313,1,21,15,3,6,99,99,1341,9,59,3,40,0
76,30,302,2,73,65,3,7,99,99,937,3,77,7,99,0
11,75,751,2,53,50,1,2,40,99,3422,10,61,4,20,0
11,75,751,1,59,50,1,4,20,99,3422,10,61,4,20,0
11,75,751,2,20,15,1,2,40,99,3422,10,61,4,20,0
11,94,942,1,68,65,3,7,99,99,6872,3,88,7,99,0
11,77,772,1,66,65,1,7,52,99,3910,3,83,7,52,0
11,94,943,2,37,25,1,3,40,99,7189,9,63,5,61,0
11,94,943,1,58,50,1,5,61,99,7189,9,63,5,61,0
11,94,943,1,21,15,3,6,99,99,7189,9,63,5,61,0
11,93,932,1,74,65,3,5,99,99,6463,6,74,5,99,0
11,93,932,2,56,50,3,4,99,99,6463,6,74,5,99,0
11,94,942,1,33,25,1,4,40,99,6823,6,43,1,40,0
11,94,942,2,43,25,1,1,40,99,6823,6,43,1,40,0
11,75,751,2,57,50,1,2,30,99,2969,6,76,1,99,0
11,75,751,1,72,65,3,1,99,99,2969,6,76,1,99,0
11,77,775,1,87,65,3,7,99,99,4220,6,87,1,99,0
11,77,775,2,72,65,3,1,99,99,4220,6,87,1,99,0
76,31,313,1,69,65,3,6,99,99,1548,6,89,6,99,0
76,31,313,2,59,50,3,7,99,99,1548,6,89,6,99,0
76,65,653,1,74,65,3,4,99,99,2529,3,79,4,99,0
76,65,653,2,34,25,1,3,40,99,2510,6,48,3,40,0
76,65,653,1,47,25,1,1,40,99,2510,6,48,3,40,0
11,92,922,1,81,65,3,1,99,99,5987,3,86,1,99,0
11,93,931,2,38,25,1,3,40,99,6393,6,49,4,40,0
11,93,931,1,28,25,1,4,40,99,6393,6,49,4,40,0
11,91,912,2,55,50,3,5,99,99,5496,9,62,7,20,0
11,91,912,1,56,50,1,7,20,99,5496,9,62,7,20,0
11,91,912,1,30,25,3,6,99,99,5496,9,62,7,20,0
76,31,311,1,86,65,3,7,99,99,1437,3,86,7,99,0
76,31,313,1,67,65,3,6,99,99,1424,6,89,2,99,0
76,31,313,2,70,65,3,2,99,99,1424,6,89,2,99,0
28,14,142,1,42,25,1,4,30,99,415,6,48,4,30,0
28,14,142,2,35,25,1,3,51,99,415,6,48,4,30,0
76,31,313,2,74,65,3,7,99,99,1472,3,78,7,99,0
11,75,751,2,79,65,3,7,99,99,2902,3,86,7,99,0
76,31,313,1,26,25,1,1,40,99,1245,6,46,1,30,0
76,31,313,2,42,25,1,1,30,99,1245,6,46,1,30,0
28,76,761,1,53,50,3,5,99,99,3573,6,63,5,61,0
28,76,761,2,55,50,3,6,99,99,3573,6,63,5,61,0
76,81,812,1,61,50,1,3,51,99,5046,3,61,3,51,0
76,12,121,2,54,50,3,4,99,99,245,3,72,4,99,0
11,94,943,2,64,50,1,5,51,99,7190,3,64,5,51,0
11,92,923,2,47,25,1,2,40,99,6039,6,47,2,40,0
11,92,923,1,43,25,1,1,30,99,6039,6,47,2,40,0
76,81,811,1,78,65,3,6,99,99,5028,3,83,6,99,0
76,31,313,1,55,50,1,2,30,99,1475,9,62,2,30,0
76,31,313,2,53,50,1,2,30,99,1475,9,62,2,30,0
76,31,313,1,15,15,3,6,99,99,1475,9,62,2,30,0
76,81,811,1,46,25,1,1,30,99,5037,3,46,1,30,0
28,76,762,2,29,25,2,2,99,2,3839,6,47,4,30,1
28,76,762,1,47,25,1,4,30,99,3839,6,47,4,30,0
28,27,271,1,55,50,1,4,30,99,668,6,62,6,51,0
28,27,271,2,62,50,1,6,51,99,668,6,62,6,51,0
11,92,922,2,56,50,1,5,52,99,6193,9,59,5,61,0
11,92,922,1,59,50,1,5,61,99,6193,9,59,5,61,0
11,92,922,2,19,15,3,6,99,99,6193,9,59,5,61,0
28,76,761,2,66,65,3,7,99,99,3886,3,74,7,99,0
76,66,662,2,83,65,3,2,99,99,2659,6,89,4,99,0
76,66,662,1,89,65,3,4,99,99,2659,6,89,4,99,0
11,75,751,1,17,15,1,3,30,99,3210,3,24,3,30,0
11,75,751,2,35,25,1,1,30,99,3253,5,42,1,30,0
11,75,751,2,23,15,3,4,99,99,3253,5,42,1,30,0
28,76,763,2,46,25,1,4,40,99,3512,2,46,4,40,0
76,30,302,2,60,50,1,5,52,99,866,4,63,4,20,0
76,30,302,1,63,50,1,4,20,99,866,4,63,4,20,0
11,93,933,2,88,65,3,3,99,99,6614,3,88,3,99,0
11,91,912,1,84,65,3,7,99,99,5422,6,84,7,99,0
11,91,912,2,72,65,3,6,99,99,5422,6,84,7,99,0
76,30,302,1,75,65,3,7,99,99,1122,6,88,7,99,0
76,30,302,2,82,65,3,7,99,99,1122,6,88,7,99,0
11,77,772,1,81,65,3,7,99,99,4245,3,87,7,99,0
11,75,751,1,75,65,3,7,99,99,3209,3,77,7,99,0
28,76,763,1,61,50,3,5,99,99,3688,6,61,5,99,0
28,76,763,2,16,15,3,6,99,99,3688,6,61,5,99,0
76,82,821,2,89,65,3,3,99,99,5139,3,89,3,99,0
28,27,271,2,64,50,1,2,30,99,705,3,64,2,30,0
76,32,321,2,32,25,3,2,99,99,1661,3,41,2,99,0
28,76,763,1,51,50,1,2,30,99,3868,9,64,1,30,0
28,76,763,2,52,50,1,1,30,99,3868,9,64,1,30,0
28,76,763,1,16,15,1,4,51,99,3868,9,64,1,30,0
76,11,113,1,66,65,3,7,99,99,159,6,78,5,99,0
76,11,113,2,74,65,3,5,99,99,159,6,78,5,99,0
76,66,662,1,63,50,1,5,40,99,2643,9,63,5,40,0
76,66,662,2,57,50,1,5,52,99,2643,9,63,5,40,0
76,66,662,1,48,25,1,5,61,99,2643,9,63,5,40,0
28,50,502,2,73,65,3,7,99,99,2289,3,73,7,99,0
76,34,341,1,41,25,1,1,30,99,1785,6,48,2,40,0
76,34,341,2,48,25,1,2,40,99,1785,6,48,2,40,0
76,34,341,2,39,25,1,4,51,99,1872,3,47,4,51,0
11,94,943,1,89,65,3,7,99,99,7259,3,89,7,99,0
11,91,913,1,35,25,1,5,51,99,5411,6,46,5,51,0
11,91,913,1,36,25,3,4,99,99,5411,6,46,5,51,0
76,82,822,1,68,65,2,2,99,7,5163,6,78,2,99,1
76,82,822,2,66,65,1,5,30,99,5163,6,78,2,99,0
11,91,913,1,60,50,2,3,99,1,5620,6,64,3,30,1
11,91,913,2,48,25,1,2,20,99,5620,6,64,3,30,0
76,31,313,2,76,65,3,2,99,99,1507,3,76,2,99,0
11,95,951,1,57,50,3,7,99,99,7505,3,58,7,99,0
11,77,772,1,53,50,3,7,99,99,4164,3,64,7,99,0
76,11,113,1,86,65,3,7,99,99,71,9,86,7,99,0
76,11,113,2,80,65,3,7,99,99,71,9,86,7,99,0
76,11,113,1,54,50,1,3,40,99,71,9,86,7,99,0
11,91,912,1,58,50,3,4,99,99,5278,6,64,2,30,0
11,91,912,2,64,50,1,2,30,99,5278,6,64,2,30,0
28,76,763,2,51,50,1,4,51,99,3846,6,63,4,51,0
28,76,763,2,22,15,1,4,0,99,3846,6,63,4,51,0
11,95,952,2,82,65,3,2,99,99,7624,6,82,2,99,0
11,95,952,1,72,65,3,4,99,99,7624,6,82,2,99,0
11,95,952,2,58,50,1,3,40,99,7525,11,63,3,40,0
